ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total,ranking_dinero
1918,319001000175,POPAYÁN,CAUCA,COL HOGAR MADRE DE DIOS,Privado,B,29,29,1478,289,32,4.643575191,7.614299774,6.891820431,393.5,350.5,342.5,68.78,63.83,90.03,74.21,57.4
1919,218753000734,SAN VICENTE DEL CAGUÁN,CAQUETA,I.E. R. SAN JUAN DEL LOSADA,Oficial,A,3,2,6231,238,22,0,0,8.180994034,272.5,264,267.5,52.10,81.81,88.72,74.21,48.8
1920,311001101531,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC CAMPESTRE DE HARVARD,Privado,A,51,47,2059,278,38,7.553859711,6.607964039,7.302074432,340,324.5,338.5,64.05,71.55,87.03,74.21,56
1921,373349000688,HONDA,TOLIMA,COL COMFENALCO,Privado,A,16,15,1473,290,48,7.631407738,7.476353168,6.044638634,326.5,346.5,380.5,67.18,70.51,84.91,74.20,58
1922,108001002657,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL TECNICO JESUS MAESTRO FE Y ALEGRIA,Oficial,A,42,42,3010,266,34,7.630500317,0,6.879078865,324,323.5,314,61.38,72.55,88.67,74.20,53.2
1923,168266000268,ENCISO,SANTANDER,COLEGIO JOSE DE FERRO,Oficial,A,42,42,1999,279,39,7.419674397,7.394416809,5.16160965,337.5,355.5,393,68.25,66.59,87.74,74.19,56
1924,347245050267,EL BANCO,MAGDALENA,INST MARLIAN,Privado,A,39,39,1278,294,43,7.832613468,7.706908226,5.353812218,355,330,334.5,65.68,69.64,87.24,74.19,59
1925,313001001068,CARTAGENA DE INDIAS,BOLIVAR,COL. EUCARISTICO DE SANTA TERESA,Privado,A,60,56,987,302,43,7.72044611,6.027589321,6.823293686,368,346.5,329,67.28,68.57,86.71,74.18,61.8
1926,425175032704,CHÍA,CUNDINAMARCA,GIMNASIO LOS ANGELES APRENDER HACIENDO SAS,Privado,A,29,27,2926,267,38,7.610596657,5.808682919,7.759068012,337,345.5,355,65.23,70.59,86.68,74.17,54
1927,108634000025,SABANAGRANDE,ATLANTICO,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR NUESTRA SE¿ORA DE FATIMA,Oficial,A,154,151,3246,264,38,7.463094234,7.357515812,6.863027573,327.5,335,334.5,63.05,72.28,87.17,74.17,53.2
1928,108001002185,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA DISTRITAL EL SILENCIO,Oficial,A,32,32,2117,277,34,7.618301868,0,6.672634125,335,315,312.5,61.98,71.45,89.07,74.17,55.4
1929,125200000274,COGUA,CUNDINAMARCA,I.E.D. LAS VILLAS,Oficial,A,69,69,4103,256,32,7.4880476,7.339350224,6.90638113,306,328,333,61.15,72.45,88.89,74.16,50.8
1930,311001080160,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN LA KHUMBRE,Privado,A,13,9,913,304,39,0,0,0,0,323.5,320,63.17,0.00,85.13,74.15,61.8
1931,325754005412,SOACHA,CUNDINAMARCA,COLEGIO EL MINUTO DE DIOS CIUDAD VERDE,Privado,A,187,185,1986,279,36,7.562087059,7.472507954,5.953580856,341,331,329.5,64.03,69.96,88.45,74.14,55.6
1932,376113001071,BUGALAGRANDE,VALLE,COL ANTONIO JOSE GONZALEZ,Privado,A,11,9,1376,292,50,7.903173447,0,7.863873482,286.5,311.5,327,60.85,78.84,82.72,74.14,59.2
1933,154660000086,SALAZAR,NORTE DE SANTANDER,INSTITUTO TENICO AGRICOLA,Oficial,A,31,31,6238,238,29,0,0,0,286,319.5,339,59.13,0.00,89.14,74.13,47
1934,166001001898,PEREIRA,RISARALDA,IE MARIA DOLOROSA - FRANCISCO JAVIER,Oficial,A,60,59,1249,294,34,0,0,0,0,0,0,58.80,0.00,89.46,74.13,58.8
1935,311001042829,BOGOTÁ D.C.,BOGOTÁ D.C.,INST ALVARO MUTIS,Privado,A,35,35,3000,266,30,7.537844658,6.898574829,6.711983681,325.5,355.5,293.5,62.03,70.49,89.86,74.13,53.6
1936,323001006944,MONTERÍA,CORDOBA,COL LATINO,Privado,A,23,23,644,314,41,7.522302628,6.069716454,6.036647797,371.5,343,341.5,68.50,65.43,88.45,74.13,62.8
1937,323001008970,MONTERÍA,CORDOBA,CENTRO EDUCATIVO ASODESI,Privado,A,30,29,691,312,39,7.698940754,5.795486927,7.777511597,344,288.5,314.5,62.95,70.91,88.52,74.12,62.6
1938,325754001875,SOACHA,CUNDINAMARCA,COLEGIO RAFAEL POMBO CAZUCA,Privado,A,12,12,3933,258,41,0,0,0,291.5,287.5,402,61.95,0.00,86.29,74.12,52
1939,376001013149,CALI,VALLE,COLEGIO CESAR CONTO,Privado,A,89,77,5757,243,43,5.127936363,8.318775177,0,419,382.5,399,72.18,67.23,82.94,74.12,48.4
1940,115455000027,MIRAFLORES,BOYACA,IE SERGIO CAMARGO,Oficial,A,94,89,1693,285,40,7.634736538,7.41545248,5.972482204,332.5,351.5,335.5,65.23,70.08,87.04,74.11,57
1941,305376000198,LA CEJA,ANTIOQUIA,COLEGIO SALESIANO SANTO DOMINGO SAVIO,Privado,A,64,64,1050,300,45,7.997850418,6.177188396,6.089464188,369,343.5,344,67.83,67.55,86.96,74.11,60.6
1942,217433000802,MANZANARES,CALDAS,INSTITUCION EDUCATIVA GREGORIO GUTIERREZ GONZALEZ,Oficial,A,4,4,756,310,45,7.048718452,5.266392231,7.821545124,323,348.5,375.5,67.85,67.12,87.32,74.10,61.4
1943,350001004264,VILLAVICENCIO,META,COLEGIO NUESTRA SEÑORA DEL CARMEN,Privado,A,12,12,6088,240,43,7.762059212,0,7.751391888,300.5,318,339.5,59.90,77.57,84.81,74.09,48.4
1944,152110000019,BUESACO,NARIÑO,INSTITUCION EDUCATIVA RAFAEL URIBE URIBE,Oficial,A,70,67,1526,288,29,7.608311176,5.897490978,7.401581764,329,292.5,332.5,62.10,69.69,90.46,74.08,57.6
1945,152001001277,PASTO,NARIÑO,I.E.M. ANTONIO NARIÑO,Oficial,A,34,31,4340,254,33,0,0,0,303.5,325,331,60.68,0.00,87.49,74.08,51.2
1946,352001004992,PASTO,NARIÑO,INSTITUTO BET - EL,Privado,A,24,22,2097,278,44,7.660966873,6.920347691,0,365,332,307.5,64.13,72.91,85.20,74.08,55.6
1947,252788000587,TANGUA,NARIÑO,INSTITUCION EDUCATIVA NUESTRA SEÑORA DEL CARMEN,Oficial,A,18,17,3814,259,39,7.626990318,7.675868988,0,331.5,292,308,59.53,76.51,86.19,74.07,51
1948,252683000531,SANDONÁ,NARIÑO,INSTITUCION EDUCATIVA  AGROPECUARIA SIMON BOLIVAR,Oficial,A,20,20,5214,247,31,7.492154121,0,0,294.5,335.5,292,58.45,74.92,88.85,74.07,49.2
1949,105318000049,GUARNE,ANTIOQUIA,I. E. SANTO TOMAS DE AQUINO,Oficial,A,130,128,2069,278,40,7.752763271,7.404290199,5.832732677,351.5,334.5,336,65.00,69.97,87.23,74.06,55.8
1950,150001007507,VILLAVICENCIO,META,COLEGIO CHAMPAGNAT PINARES DE ORIENTE,Privado,A,110,110,4247,255,37,7.146858215,7.575777531,7.999135971,312.5,309,306,59.13,75.74,87.33,74.06,51
1951,150001000952,VILLAVICENCIO,META,COL NZADO FEM DE BTO DE VILLAVICENCIO,Oficial,A,137,137,1918,280,34,7.625092983,7.354048252,5.809441566,343,337,314.5,63.73,69.30,89.17,74.06,55.8
1952,325269000933,FACATATIVÁ,CUNDINAMARCA,COL PRIVADO CARTAGENITA,Privado,A,4,3,6783,233,17,0,0,0,295.5,282.5,321.5,56.63,0.00,91.50,74.06,45.8
1953,363001002185,ARMENIA,QUINDIO,GIMNASIO SANTO REY,Privado,A,27,27,1868,281,37,7.519640446,5.837231636,0,347.5,352.5,359.5,67.03,66.78,88.36,74.06,56.4
1954,354405000886,CÚCUTA,NORTE DE SANTANDER,INSTITUCION EDUCATIVA BRITANNIA SCHOOL S.A.S.,Privado,A,23,19,1406,291,41,7.832965374,5.830423355,0,337.5,343.5,395,68.35,68.32,85.50,74.06,58.8
1955,268689000722,SAN VICENTE DE CHUCURÍ,SANTANDER,INSTITUCION EDUCATIVA  GUAMALES,Oficial,A,4,4,4579,252,30,0,0,0,332,300,291,58.75,0.00,89.36,74.06,50.4
1956,311001030456,BOGOTÁ D.C.,BOGOTÁ D.C.,INST ACAD BETHEL,Privado,A,33,32,1537,288,35,7.426205635,7.46285677,6.148067951,327,320,329,63.20,70.12,88.84,74.05,57.6
1957,325245000711,EL COLEGIO,CUNDINAMARCA,COLEGIO FRAY CRISTOBAL DE TORRES,Privado,A,14,11,3329,263,24,7.322910786,0,6.688097477,351,313,318,62.25,70.06,89.85,74.05,52.8
1958,368276001555,FLORIDABLANCA,SANTANDER,COL INTEGD SAN JOSE,Privado,A,19,19,2310,275,51,7.52609539,0,0,327,311,337.5,62.53,75.26,84.36,74.05,55.4
1959,352835002130,SAN ANDRÉS DE TUMACO,NARIÑO,IE. NUESTRA SEÑORA DE LAS LAJAS,Privado,A,11,11,845,307,47,0,7.594706059,5.867875099,359.5,356,339.5,68.10,67.31,86.72,74.05,61.8
1960,311001024472,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC SAN BERNARDO,Privado,A,33,33,2000,279,39,7.587004662,7.686074734,6.311449051,332.5,299.5,338,62.45,71.95,87.74,74.04,56.6
1961,266001002481,PEREIRA,RISARALDA,IE COMBIA,Oficial,A,36,35,1298,293,36,7.451248646,7.269053459,6.535300255,359,304,294.5,62.53,70.85,88.75,74.04,58.2
1962,311001033391,BOGOTÁ D.C.,BOGOTÁ D.C.,COL MADRE PAULA MONTAL,Privado,A,39,39,2195,276,37,7.354510307,7.262889862,6.594712734,345,327.5,316,63.23,70.71,88.18,74.04,55.2
1963,168684000304,SAN JOSÉ DE MIRANDA,SANTANDER,INSTITUTO ISIDORO MIRANDA MORANTES,Oficial,A,33,27,1381,291,28,7.492619038,7.13673687,5.983142853,366,341.5,277,63.78,68.71,89.63,74.04,57.8
1964,247707000908,SANTA BÁRBARA DE PINTO,MAGDALENA,INSTITUCION EDUCATIVA TECNICA DEPARTAMENTAL CIENAGUETA,Privado,A,8,7,9172,196,11,0,0,0,319.5,279.5,286,54.05,0.00,94.02,74.04,39.8
1965,125326000121,GUATAVITA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL PIO XII,Oficial,A,44,42,2322,274,34,0,7.450772285,6.658702374,333.5,327,327.5,63.10,70.55,88.46,74.04,54.8
1966,119001000257,POPAYÁN,CAUCA,NUESTRA SEÑORA DE FATIMA,Oficial,A,37,37,1309,293,39,7.780657768,7.638173103,5.750754356,333,304,335.5,63.28,70.57,88.25,74.03,58.6
1967,347189002874,CIÉNAGA,MAGDALENA,INSTITUTO MARIA MONTESORI,Privado,A,29,29,4788,251,43,7.409624577,6.046197414,8.442842484,329.5,304,389.5,63.70,73.00,85.37,74.02,51
1968,376001012673,CALI,VALLE,CENTRO EDUCATIVO INDUSTRIAL LUIS MADINA,Privado,A,111,110,1922,280,35,7.605918884,7.452697754,5.888434887,340.5,325.5,323,63.45,69.82,88.79,74.02,56
1969,350001005996,VILLAVICENCIO,META,CORPORACIÓN EDUCATIVA LICEO MODERNO,Privado,A,19,19,4484,253,37,0,0,0,292.5,342,328.5,60.80,0.00,87.24,74.02,50.8
1970,320001069220,VALLEDUPAR,CESAR,COLEGIO UZIEL QUERIT,Privado,A,14,14,4607,252,37,7.89676857,7.644065857,5.94842577,329.5,355.5,327,63.20,71.63,87.20,74.01,51
1971,376111000921,GUADALAJARA DE BUGA,VALLE,COL SANTA MARIANA DE JESÚS,Privado,B,23,23,2394,273,36,7.608333588,5.9022789,0,341.5,348.5,359.5,66.13,67.55,88.35,74.01,54.8
1972,311001016828,BOGOTÁ D.C.,BOGOTÁ D.C.,INSTITUTO SAN ANTONIO DE PADUA,Privado,A,38,38,1399,291,39,7.595052242,7.639567852,5.162534237,338,343.5,344.5,65.85,67.99,88.18,74.01,59
1973,311001041342,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SAN GREGORIO HERNANDEZ,Privado,A,15,15,2175,277,50,7.574478626,7.677467346,7.212408066,321.5,319,331,62.43,74.88,84.71,74.01,55.4
1974,311001043833,BOGOTÁ D.C.,BOGOTÁ D.C.,INST CIAL LORETO SEDE B,Privado,A,33,32,4114,256,35,7.612809181,0,7.468251228,322,301.5,300.5,59.00,75.41,87.61,74.00,51.2
1975,311001005109,BOGOTÁ D.C.,BOGOTÁ D.C.,COL COOP MONSEÑOR ISMAEL PERDOMO,Privado,A,78,78,1858,281,34,7.550540924,7.339791298,5.849787712,337,329.5,325.5,63.65,69.13,89.21,74.00,56.4
1976,368001003990,BUCARAMANGA,SANTANDER,COL INTEGD SANTA TERESITA,Privado,A,23,23,672,312,31,7.882522583,4.483751774,6.99849844,324,349.5,344,66.48,64.55,90.96,74.00,62.6
1977,366001006708,PEREIRA,RISARALDA,LIC BILINGÜE EL POBLADO,Privado,A,15,14,2387,273,34,7.739715099,5.842227936,6.694800854,376,335.5,339.5,66.20,67.59,88.19,73.99,55.4
1978,205591000137,PUERTO TRIUNFO,ANTIOQUIA,I. E. R. PUERTO PERALES,Oficial,A,14,14,4056,257,42,7.093661308,7.164191723,7.931135654,325,336,323,62.05,73.96,85.95,73.99,51
1979,176001001745,CALI,VALLE,INSTITUCION EDUCATIVA  LICEO DEPARTAMENTAL,Oficial,A,175,172,1301,293,37,7.336805344,7.100229263,5.921010971,355,329.5,332.5,65.50,67.86,88.60,73.99,58.8
1980,311265000041,BOGOTÁ D.C.,BOGOTÁ D.C.,INST JOSE MARTINEZ RUIZ,Privado,A,44,42,3287,264,42,7.587841034,7.406153202,0,320,318,324.5,61.33,74.97,85.65,73.98,53
1981,168001001050,BUCARAMANGA,SANTANDER,I E PROVENZA,Oficial,A,72,72,1048,300,43,7.861327648,7.630186558,5.821269035,332,322.5,314,63.43,71.04,87.46,73.98,60.2
1982,376001028448,CALI,VALLE,LIC. RAFAEL GARCIA HERREROS,Privado,A,18,18,5914,241,34,4.319190979,7.449985981,8.110005379,344,365,410.5,68.03,66.26,87.64,73.98,48.4
1983,108758000988,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA COMERCIAL NTRA SRA DE LAS MISERICORDIAS,Oficial,A,149,148,2425,273,41,7.654002666,7.420354366,6.796601295,330,320.5,319.5,62.15,72.90,86.86,73.97,54.8
1984,376001016920,CALI,VALLE,LIC PORVENIR,Privado,A,61,60,3815,259,39,7.213044167,7.649689674,7.139208317,326.5,323.5,328,61.85,73.34,86.70,73.96,51.4
1985,241378000014,LA ARGENTINA,HUILA,IE ELISA BORRERO DE PASTRANA,Oficial,A,50,44,1813,282,33,7.093281269,6.840127945,7.279764652,335.5,314.5,326,62.90,70.71,88.27,73.96,56
1986,325320001087,GUADUAS,CUNDINAMARCA,LIC ACAD JEAN PIAGET,Privado,A,12,12,1787,283,41,7.594443798,7.652990341,6.014520168,328,331,331,63.65,70.87,87.35,73.96,56.6
1987,368001000028,BUCARAMANGA,SANTANDER,COL  NTRA SRA DEL PERPETUO SOCORRO,Privado,A,12,12,5632,244,41,7.267580986,0,0,338.5,0,371,63.57,72.68,85.61,73.95,49.6
1988,108001003734,BARRANQUILLA,ATLANTICO,INST. EDUC. DIST. LA MAGDALENA (ANT. CEB # 159),Oficial,A,70,69,1536,288,34,7.704859734,7.328145027,5.796931744,339,312,323.5,63.13,69.43,89.29,73.95,57.6
1989,205001026624,MEDELLÍN,ANTIOQUIA,INST EDUC COMPARTIR,Oficial,A,83,83,1685,285,38,0,0,0,327.5,286,294.5,59.65,0.00,88.24,73.94,57
1990,115238000728,DUITAMA,BOYACA,COLEGIO BOYACA DE DUITAMA,Oficial,A,92,87,2323,274,34,7.582022667,7.288887978,6.658050537,335.5,312,312.5,61.70,71.76,88.36,73.94,54.8
1991,252378000750,LA CRUZ,NARIÑO,INSTITUCION EDUCATIVA  AGROPECUARIA MIGUEL ANGEL RANGEL,Oficial,A,22,22,6009,240,30,7.997062206,0,0,0,0,289.5,52.95,79.97,88.89,73.94,47.8
1992,368001000044,BUCARAMANGA,SANTANDER,INST EDUC PENTECOSTAL,Privado,A,19,19,1202,295,21,4.457644463,7.65102911,0,338,335.5,389.5,67.90,60.54,93.35,73.93,59.8
1993,286568000219,PUERTO ASÍS,PUTUMAYO,IE RUR LA PAILA,Oficial,A,13,11,9054,200,17,0,6.953691959,0,323.5,312.5,390,61.30,69.54,90.96,73.93,40.4
1994,168669000616,SAN ANDRÉS,SANTANDER,ESCUELA NORMAL SUPERIOR MARIA AUXILIADORA,Oficial,A,33,31,1150,297,41,7.221868515,5.867503643,7.681827068,313.5,340.5,357.5,65.43,69.24,87.13,73.93,59
1995,268770000231,SUAITA,SANTANDER,COLEGIO LUIS CARLOS GALAN SARMIENTO,Oficial,A,57,56,3288,264,42,7.397043228,7.280870438,7.416025162,333,338.5,306.5,62.10,73.65,86.03,73.93,52
1996,168533000302,PÁRAMO,SANTANDER,COLEGIO NUESTRA SEÑORA DE LA SALUD,Oficial,A,31,31,1111,298,39,7.546348095,7.429094791,5.385933876,339.5,344.5,327.5,65.48,67.87,88.43,73.92,58.8
1997,376001030825,CALI,VALLE,INST TEC REY DE REYES,Privado,A,6,5,9171,196,10,5.981593609,0,7.148383141,341.5,320.5,377.5,61.78,65.65,94.34,73.92,40
1998,376001001981,CALI,VALLE,COLEGIO EL CARMELO,Privado,B,21,20,1491,289,36,4.697431087,8.133924484,6.877414703,367,331.5,365.5,67.65,65.70,88.40,73.91,57.6
1999,325754005226,SOACHA,CUNDINAMARCA,COLEGIO CRISTIANO SEMIDA,Privado,A,6,6,2722,269,36,0,0,0,315,304.5,304,59.63,0.00,88.20,73.91,54
2000,125297000524,GACHETÁ,CUNDINAMARCA,INSTITUCION EDUCATIVA ESCUELA NORMAL SUPERIOR,Oficial,A,56,56,3447,262,35,7.546432972,7.264823437,6.883469582,337.5,316,308.5,61.20,72.32,88.22,73.91,52.2
2001,376001003577,CALI,VALLE,SANTA MARIANA DE JESÚS,Privado,B,32,32,1451,290,39,4.579565048,7.601217747,6.719350815,384,374,363.5,70.58,63.00,88.15,73.91,58.4
2002,125513001069,PACHO,CUNDINAMARCA,INSTITUCIÓN EDUCATIVA DEPARTAMENTAL TÉCNICO COMERCIAL ANA FRANCISCA LARA,Oficial,A,77,77,2442,273,44,7.739843369,7.434848309,7.067986012,331,305.5,319.5,61.45,74.14,86.12,73.90,54.6
2003,111001104043,BOGOTÁ D.C.,BOGOTÁ D.C.,INST EDUC DIST FE Y ALEGRIA JOSE MARIA VELAZ,Oficial,A,184,184,3247,264,38,7.592736244,7.526438236,6.040031433,329.5,332,349.5,63.75,70.53,87.42,73.90,53.2
2004,405631000401,SABANETA,ANTIOQUIA,COLEGIO CAMPESTRE EL REMANSO,Privado,A,19,18,1805,283,49,7.512611866,5.932439804,7.434331894,369,344.5,356,67.63,69.60,84.46,73.90,57.6
2005,154001009009,CÚCUTA,NORTE DE SANTANDER,COL LOS SANTOS APOSTOLES,Oficial,A,105,105,562,317,30,7.93515873,7.558003902,4.450618267,338.5,322,299.5,63.85,66.48,91.35,73.89,63
2006,105129000208,CALDAS,ANTIOQUIA,I. E. MARIA AUXILIADORA,Oficial,A,72,69,1427,290,33,7.202372074,7.2755723,6.138737202,334,314,334,63.60,68.72,89.36,73.89,58.2
2007,105001002461,MEDELLÍN,ANTIOQUIA,INST EDUC LUCRECIO JARAMILLO VELEZ,Oficial,A,93,90,1312,293,41,7.711742878,7.089259148,5.778666019,358,328,336,65.75,68.60,87.33,73.89,58.8
2008,320001003377,VALLEDUPAR,CESAR,CEN EDUC COMUNAL FRANCISCO DE PAULA SANTANDER,Privado,A,48,48,8476,212,28,0,0,0,264.5,315,397.5,59.45,0.00,88.33,73.89,42.6
2009,152411000081,LINARES,NARIÑO,INSTITUCION EDUCATIVA DIEGO LUIS CORDOBA,Oficial,A,44,43,3478,262,38,7.431235313,7.361002922,7.43780756,314,328,306.5,60.53,74.10,87.05,73.89,52
2010,225126000067,CAJICÁ,CUNDINAMARCA,IED RURAL RINCON SANTO,Oficial,A,49,45,1613,286,31,7.540734291,7.414466381,5.806736946,341,319.5,314,63.03,69.21,89.42,73.88,57.2
2011,311102001007,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC  ANTONIO DE TOLEDO,Privado,A,87,87,1943,280,40,7.64475584,6.044904232,6.88045454,332.5,359,340,65.58,68.57,87.50,73.88,56.2
2012,119455000111,MIRANDA,CAUCA,INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ,Oficial,A,129,116,2368,274,43,7.655953884,7.343609333,6.674957752,333,332,347.5,64.33,72.25,85.07,73.88,54.6
2013,325269000895,FACATATIVÁ,CUNDINAMARCA,COLEGIO EL MUNDO JOVEN,Privado,A,21,21,2462,272,28,7.535098553,7.376581192,5.842794418,316,324,323.5,61.78,69.18,90.67,73.87,54.6
2014,115114000011,BUSBANZÁ,BOYACA,I.E. ECOLOGICO DE BUSBANZA,Oficial,A,6,6,6568,236,48,0,0,0,343.5,309,404.5,64.65,0.00,83.10,73.87,47.8
2015,368679000419,SAN GIL,SANTANDER,COLEGIO COOPERATIVO                                                                              ,Privado,A,18,18,1721,284,36,7.609787464,5.830526829,6.03175354,369.5,360.5,345,67.95,64.91,88.75,73.87,57.4
2016,376001010417,CALI,VALLE,COLEGIO LOS ANGELES DEL NORTE,Privado,B,39,39,1147,297,40,4.745434761,7.774357796,6.993558884,349,364,358,68.40,65.04,88.13,73.86,59.8
2017,115820000023,TÓPAGA,BOYACA,IE CARLOS JULIO UMAÑA TORRES,Oficial,A,16,15,2238,275,31,7.547782898,7.270187378,6.589835644,330.5,314.5,299.5,60.98,71.36,89.24,73.86,54.8
2018,125862000355,VERGARA,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL  FIDEL LEON TRIANA,Oficial,A,44,44,4031,257,39,7.698355198,0,0,297,294,307,57.75,76.98,86.82,73.85,51
2019,308433000719,MALAMBO,ATLANTICO,FUNDACION EDUCATIVA INSTITUTO ENSEÑANZA MODERNA,Privado,A,12,10,8755,208,41,0,0,8.343850136,304,308.5,326,57.33,83.44,80.79,73.85,41.6
2020,252540000050,POLICARPA,NARIÑO,CENTRO EDUCATIVO RESTREPO,Oficial,A,5,5,4573,252,27,0,0,0,281,276.5,338,57.38,0.00,90.32,73.85,50.4
2021,308001076749,BARRANQUILLA,ATLANTICO,LICEO IBERO COLOMBIANO,Privado,A,11,10,3945,258,42,7.484482288,0,0,273,356,352,61.95,74.84,84.73,73.84,52.6
2022,415516000410,PAIPA,BOYACA,I.E.T AGROPECUARIA DE PALERMO,Oficial,A,17,15,4223,255,34,7.908720493,7.089705467,0,318.5,299,321,59.68,74.99,86.85,73.84,50.8
2023,311001000921,BOGOTÁ D.C.,BOGOTÁ D.C.,LICEO CULTURAL LUIS ENRIQUE OSORIO,Privado,A,81,80,3589,261,41,7.503822327,7.727887154,6.132189751,355.5,320.5,343.5,64.03,71.21,86.26,73.83,52.4
2024,115097000265,BOAVITA,BOYACA,I.E. TECNICO INDUSTRIAL MARISCAL SUCRE,Oficial,A,13,13,1057,299,31,7.707184792,7.266200542,5.037342072,333.5,337.5,313.5,64.18,66.70,90.61,73.83,58.6
2025,108001000123,BARRANQUILLA,ATLANTICO,INST. TEC. DIST. CRUZADA SOCIAL,Oficial,A,88,88,2938,267,40,7.595127106,7.36252594,6.815036774,322,315,334.5,61.93,72.58,86.97,73.82,54
2026,217001000275,MANIZALES,CALDAS,INSTITUCION EDUCATIVA RURAL LA TRINIDAD,Oficial,A,13,13,3869,259,51,7.341097355,0,7.223353386,308,358.5,376.5,65.10,72.82,83.55,73.82,51.8
2027,111001100021,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO GIMNASIO SABIO CALDAS (IED),Oficial,A,71,66,2287,275,41,7.49185276,7.401478767,6.33971405,345,337.5,334,64.58,70.78,86.11,73.82,54.8
2028,268773000924,SUCRE,SANTANDER,COLEGIO GRAN MARISCAL DE AYACUCHO,Oficial,A,11,11,5229,247,34,7.741383553,7.292889118,0,343,297.5,280,58.38,75.17,87.90,73.82,49
2029,425290001731,FUSAGASUGÁ,CUNDINAMARCA,LIC MODERNO GRAN COLOMBIANO,Privado,A,23,20,3816,259,39,5.709671021,7.523290157,7.68140316,291,357.5,423,66.53,69.71,85.21,73.82,52.2
2030,166001000476,PEREIRA,RISARALDA,IE LA INMACULADA,Oficial,A,78,78,1796,283,42,7.60814333,7.550018787,6.739929199,338,345,261,61.35,72.99,87.08,73.81,56.8
2031,373268001451,ESPINAL,TOLIMA,LIC INFANTIL Y JUVENIL ESPINAL,Privado,A,21,21,1788,283,41,7.538393974,7.460151196,6.215517998,344,305,335,63.35,70.71,87.35,73.80,57.2
2032,113001003061,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA HERMANO ANTONIO RAMOS DE LA SALLE,Oficial,A,76,76,1580,287,37,7.39390564,7.94113636,6.631091118,299,308,298,59.60,73.22,88.58,73.80,57.6
2033,115835000283,TURMEQUÉ,BOYACA,IE TEC INDUSTRIAL,Oficial,A,75,73,2734,269,38,7.583526134,5.635828018,7.745240688,324.5,354.5,336.5,64.23,69.88,87.29,73.80,53.4
2034,111265000017,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO LA PALESTINA (IED),Oficial,A,124,119,2143,277,41,7.479875565,7.388826847,6.673487663,336.5,324,322.5,63.00,71.81,86.59,73.80,55.4
2035,311001087768,BOGOTÁ D.C.,BOGOTÁ D.C.,COL CIAL VILLA MARIA,Privado,A,52,52,5309,247,44,7.450540543,0,0,319.5,344.5,329,62.00,74.51,84.88,73.80,49.6
2036,111001015776,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO INSTITUTO TECNICO DISTRITAL JULIO FLOREZ (IED),Oficial,A,114,111,2544,271,36,7.517608643,7.42911911,5.855609894,329,343.5,338,64.08,69.34,87.97,73.79,54.2
2037,181001001676,ARAUCA,ARAUCA,INSTITUCION EDUCATIVA NORMAL MARIA INMACULADA,Oficial,A,94,94,1483,289,34,7.71685791,7.566407681,5.054431915,345,332.5,315.5,64.10,67.79,89.47,73.79,57.8
2038,168079000017,BARICHARA,SANTANDER,INSTITUTO TECNICO  AQUILEO PARRA,Oficial,A,65,65,1789,283,41,7.892896652,7.581902981,5.147793293,327.5,347.5,347.5,65.28,68.74,87.35,73.79,56.4
2039,108001003378,BARRANQUILLA,ATLANTICO,COLEGIO DIST. DE BARRANQUILLA GABRIEL GARCIA MARQUEZ (ANT. CEB #066),Oficial,A,95,95,1939,280,39,7.812804699,5.919492245,6.788431644,344.5,350.5,328.5,65.18,68.40,87.77,73.78,56
2040,370001001355,SINCELEJO,SUCRE,INS EDU BETHEL,Privado,A,51,50,955,303,54,8.224305153,4.434613228,7.637299061,389,342,347.5,69.08,67.65,84.58,73.77,60.6
2041,313001002714,CARTAGENA DE INDIAS,BOLIVAR,INSTITUCION EDUCATIVA MARIA AUXILIADORA,Oficial,A,39,39,2533,271,34,7.530552387,6.427884102,6.875093937,340,326.5,322.5,63.00,69.45,88.85,73.77,54.2
2042,308758003480,SOLEDAD,ATLANTICO,COLEGIO AGUSTIN CODAZZI,Privado,A,29,29,2870,268,43,7.311453342,7.704797268,6.937667847,338.5,326,306,61.93,73.18,86.17,73.76,53.6
