ranking,dane_code,city,department,school,sector,calendar,Matriculados,Publicados,puesto_saber_11,promedio_puntaje_global_saber_11,desviacion_general,isce_media,isce_secundaria,isce_primaria,saber_9_general,saber_5_general,saber_3_general,formula_1,formula_2,formula_3,total,ranking_dinero
1792,308001013682,BARRANQUILLA,ATLANTICO,LICEO MIXTO DE LA COSTA,Privado,A,26,26,1155,297,44,7.629548073,7.586108208,6.158053398,358,340,320.5,65.78,71.25,87.10,74.71,60.4
1793,320001001234,VALLEDUPAR,CESAR,COLEGIO EVANGELICO EBENEZER,Privado,A,41,41,3161,265,42,7.480553627,6.598472118,7.660266876,314,344,383.5,65.33,72.46,86.32,74.70,53.6
1794,354001000647,CÚCUTA,NORTE DE SANTANDER,INST SALESIANO SAN JUAN BOSCO,Privado,A,57,55,1441,290,36,7.60127306,7.490900517,5.076159477,352.5,363.5,360,68.30,67.23,88.57,74.70,58.2
1795,225386000648,LA MESA,CUNDINAMARCA,INSTITUCION EDUCATIVA RURAL DEPARTAMENTAL ERNESTO APARICIO JARAMILLO,Oficial,A,21,21,1680,285,37,7.497694016,7.512412548,6.757964134,355.5,308.5,311.5,63.03,72.56,88.51,74.70,57.2
1796,252560000048,POTOSÍ,NARIÑO,INSTITUCION EDUCATIVA SAN ANTONIO DE PADUA,Oficial,A,10,10,2431,273,42,0,7.439508915,0,317,360,310,63.00,74.40,86.67,74.69,53.6
1797,311001104832,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO FRANCISCO I,Privado,A,25,25,1654,286,46,7.484249592,7.552464962,6.813709259,340,331.5,344,65.08,72.83,86.14,74.68,57.4
1798,311001092656,BOGOTÁ D.C.,BOGOTÁ D.C.,COL COLOMBO BRIGHTON,Privado,A,21,21,4492,253,38,7.473090649,7.249051571,0,325.5,352.5,339,63.50,73.61,86.94,74.68,51.2
1799,108001001821,BARRANQUILLA,ATLANTICO,ESCUELA NORMAL SUPERIOR LA HACIENDA,Oficial,A,196,194,1514,289,44,7.713263035,7.565434456,6.78604269,330.5,326.5,330.5,63.83,73.55,86.65,74.68,58.2
1800,154498000034,OCAÑA,NORTE DE SANTANDER,NORMAL SUPERIOR,Oficial,A,78,77,1362,292,41,7.718711853,7.54175663,6.328472137,352.5,330.5,315.5,64.53,71.96,87.53,74.67,58
1801,354874001313,VILLA DEL ROSARIO,NORTE DE SANTANDER,INSTITUCION EDUCATIVA MADRE MARIA BERENICE,Privado,A,20,20,2268,275,38,0,7.433699131,6.972480297,335.5,346,326,64.13,72.03,87.86,74.67,54.8
1802,323162000997,CERETÉ,CORDOBA,CENTRO EDU LICEO MONTESSORY,Privado,A,17,15,3979,258,47,7.603743076,7.782000065,0,342,323.5,362.5,64.30,76.93,82.78,74.67,52.2
1803,305318000773,GUARNE,ANTIOQUIA,COLEGIO CRISTIANO CEFEG,Privado,A,6,4,844,307,47,0,0,0,355.5,333.5,344.5,67.03,0.00,82.30,74.66,62.6
1804,311001087792,BOGOTÁ D.C.,BOGOTÁ D.C.,COL DEL SANTISIMO SACRAMENTO,Privado,A,21,21,1355,292,39,7.695803642,6.000851631,6.8070364,401,315.5,339.5,67.40,68.35,88.22,74.65,59.2
1805,311001035873,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SAN JUAN DE AVIILA,Privado,A,33,33,1751,284,44,7.741052628,7.533350468,5.91339016,347,351.5,352.5,66.75,70.63,86.59,74.65,57
1806,325754003461,SOACHA,CUNDINAMARCA,GIMNASIO MODERNO ROBINSON CRUSOE,Privado,A,32,32,1784,283,40,7.679913044,7.540550232,6.917514801,319.5,323.5,325,62.55,73.79,87.62,74.65,56.6
1807,376109012254,BUENAVENTURA,VALLE,COLEGIO MILITAR TECNICO ALMIRANTE TONO,Privado,A,4,4,4410,254,43,0,0,0,321.5,308,392,63.78,0.00,85.52,74.65,50.8
1808,313001001190,CARTAGENA DE INDIAS,BOLIVAR,CORPORACION COLEGIO LATINOAMERICANO,Privado,A,35,35,722,311,35,7.858866692,5.800884724,7.478464127,344.5,314.5,302,63.60,70.46,89.88,74.65,62.6
1809,115693000035,SANTA ROSA DE VITERBO,BOYACA,IE CARLOS ARTURO TORRES PEÑA,Oficial,A,78,75,1344,292,36,7.664856434,7.531086922,5.959228516,353,338,313.5,64.83,70.52,88.60,74.65,58.2
1810,325873000321,VILLAPINZÓN,CUNDINAMARCA,COL COOP PROSPERO PINZON,Privado,A,34,32,2551,271,37,7.520051003,7.870541096,6.775206566,330.5,329.5,324.5,62.78,73.89,87.28,74.65,54
1811,117001004373,MANIZALES,CALDAS,INSTITUCIÓN EDUCATIVA NTRA SEÑORA DE FATIMA,Oficial,A,43,43,1363,292,41,7.723526955,7.449446201,6.139893532,354,332.5,325.5,65.20,71.04,87.69,74.64,58.8
1812,268307000272,GIRÓN,SANTANDER,I.E. SAN JOSE DE MOTOSO.,Oficial,A,13,12,815,308,41,7.556330204,7.462697506,6.631286144,325.5,324.5,330,64.40,72.17,87.35,74.64,61
1813,305148000838,EL CARMEN DE VIBORAL,ANTIOQUIA,COLEGIO MONSEÑOR RAMON ARCILA RAMIREZ,Privado,A,3,3,244,337,42,0,0,6.195698261,389.5,378,356,73.03,61.96,88.92,74.63,68.4
1814,250001003212,VILLAVICENCIO,META,INSTITUCION EDUCATIVA UNIDAD EDUCATIVA AP¿AY,Oficial,A,18,18,828,307,30,7.124440193,7.112737179,6.858884335,331,309.5,302,62.48,70.32,91.10,74.63,61.4
1815,319001004791,POPAYÁN,CAUCA,COLEGIO GENERACION DE CONQUISTA,Privado,B,15,15,4100,256,30,0,0,0,303.5,316.5,319,59.75,0.00,89.51,74.63,51.4
1816,173001003048,IBAGUÉ,TOLIMA,INST. EDUC SAN ISIDRO,Oficial,A,36,36,2499,272,41,7.42741251,7.914453506,6.655594826,352.5,328.5,320,63.65,73.32,86.90,74.63,54
1817,218753001234,SAN VICENTE DEL CAGUÁN,CAQUETA,I.E. R. ALTO QUEBRADON,Oficial,A,9,9,6732,234,38,0,0,7.790402889,260,350.5,354,59.93,77.90,86.03,74.62,47
1818,323660000929,SAHAGÚN,CORDOBA,LIC SAHAGUN COOP MIX,Privado,A,27,27,841,307,44,7.956643105,5.983201027,6.444529533,379,338.5,344,68.43,67.95,87.46,74.61,61.2
1819,352001004135,PASTO,NARIÑO,INST SAN FRANCISCO DE ASIS,Privado,B,43,43,1220,295,39,7.726025581,6.140366554,6.940103531,339.5,322,366.5,66.15,69.35,88.32,74.61,58.8
1820,111001098892,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO BELLAVISTA (IED),Oficial,A,107,105,2529,271,33,7.705938816,7.528493404,6.757392883,330.5,302.5,327.5,61.58,73.31,88.94,74.61,54.6
1821,108758000546,SOLEDAD,ATLANTICO,INSTITUCION EDUCATIVA TECNICO INDUSTRIAL BLAS TORRES DE LA TORRE,Oficial,A,224,224,1835,282,42,7.71672678,6.345594883,8.039118767,324.5,331.5,324,63.10,73.67,87.04,74.60,56.6
1822,317174000623,CHINCHINÁ,CALDAS,C.E. MENFIS,Privado,A,10,10,1277,294,43,0,0,0,312,308.5,324.5,61.95,0.00,87.24,74.60,59.4
1823,320013000039,AGUSTÍN CODAZZI,CESAR,COLEGIO COOPERATIVO EL BUEN PASTOR,Privado,A,14,14,3612,261,43,7.445761681,7.413916588,0,335.5,330,346,63.63,74.30,85.86,74.59,53
1824,308001074126,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA PENTECOSTAL,Privado,A,6,6,5343,246,33,7.585377216,5.416454792,0,359.5,386,420,70.58,65.01,88.17,74.59,49.8
1825,241668001367,SAN AGUSTÍN,HUILA,IE ALTO DEL OBISPO,Oficial,A,14,14,1627,286,37,7.576348782,7.483331203,6.722414017,311,321.5,333.5,62.60,72.61,88.54,74.58,57.2
1826,311001100829,BOGOTÁ D.C.,BOGOTÁ D.C.,COL REAL DE COLOMBIA,Privado,A,45,45,1546,288,39,8.067985535,7.483189106,5.859893799,344,329.5,324.5,64.30,71.37,88.07,74.58,58.6
1827,325430000795,MADRID,CUNDINAMARCA,LICEO MODERNO ISAAC NEWTON,Privado,A,32,31,2009,279,41,7.913077354,7.531428814,6.621347427,323.5,339,326.5,63.40,73.55,86.79,74.58,55.4
1828,376109003701,BUENAVENTURA,VALLE,LICEO DE OCCIDENTE,Privado,A,22,21,842,307,44,7.88568306,7.68693161,6.287302971,324.5,328.5,319.5,63.98,72.87,86.89,74.58,61.4
1829,376001022580,CALI,VALLE,LICEO NUESTRA SEÑORA DE LOURDES,Privado,B,9,9,3197,265,49,7.461439133,0,0,341.5,339,349,64.73,74.61,84.39,74.58,53.4
1830,352001002817,PASTO,NARIÑO,I.E.M. SAN JUAN BOSCO,Oficial,A,86,85,1211,295,34,7.605492115,7.580282688,5.822003365,332.5,327.5,328,64.15,70.03,89.55,74.57,58.6
1831,311001087008,BOGOTÁ D.C.,BOGOTÁ D.C.,COL DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,Privado,A,174,174,2962,267,42,7.500199318,7.472033024,7.516209126,327,328.5,324.5,62.35,74.96,86.41,74.57,54.2
1832,341001005431,NEIVA,HUILA,COL PIAGET,Privado,A,82,80,2088,278,43,7.721587181,7.46041584,6.654907703,344.5,334,336.5,64.65,72.79,86.28,74.57,56.4
1833,176520002279,PALMIRA,VALLE,IE LA MILAGROSA,Oficial,A,108,106,1159,296,31,7.752457619,7.571763039,5.178109169,360,322,322.5,65.03,68.34,90.34,74.57,59.4
1834,370001001665,SINCELEJO,SUCRE,INS EDU PRE-UNIVERSIDAD ESTUDIANTIL (ANTIGUA PRE-UNIVERSIDAD ESTUDIANTIL),Privado,A,43,42,1187,296,41,7.575430393,7.351015091,6.11714077,339.5,347,336.5,65.95,70.15,87.55,74.55,58.8
1835,376520005145,PALMIRA,VALLE,LICEO TECNICO COMERCIAL AVANCEMOS,Privado,B,50,49,2566,271,40,4.421877384,8.383641243,7.14081192,404,360,370.5,70.28,66.49,86.88,74.55,53.8
1836,368547001947,PIEDECUESTA,SANTANDER,COLEGIO CENTRO PEDAGOGICO LA CANDELARIA,Privado,A,4,4,6896,232,19,7.524517059,0,6.889000416,328,304.5,318,59.13,72.07,92.43,74.54,47.2
1837,373449000553,MELGAR,TOLIMA,COL CAMPESTRE,Privado,A,7,7,4787,251,43,7.552190781,0,0,371.5,322,310,62.73,75.52,85.37,74.54,51.4
1838,311769003997,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC ECOLOGICO DEL NORTE,Privado,A,16,13,1035,300,39,7.568057537,5.929697037,0,330.5,341,424,69.78,67.49,86.34,74.53,60.6
1839,376364002475,JAMUNDÍ,VALLE,ALAS COLEGIO,Privado,B,11,8,923,304,45,7.943856716,0,7.897173882,0,0,0,60.80,79.21,83.59,74.53,61.8
1840,115238000698,DUITAMA,BOYACA,COLEGIO GUILLERMO LEON VALENCIA,Oficial,A,318,314,1881,281,41,7.533784866,7.590035915,6.687927246,344.5,334,316,63.78,72.71,87.11,74.53,55.8
1841,125899000592,ZIPAQUIRÁ,CUNDINAMARCA,I.E.M. SAN JUAN BAUTISTA DE LA SALLE,Oficial,A,148,145,1445,290,37,7.692419052,7.510209084,5.908807278,349.5,339,316.5,64.75,70.37,88.46,74.53,58
1842,311848000456,BOGOTÁ D.C.,BOGOTÁ D.C.,COL CASABLANCA,Privado,A,82,81,2903,267,34,7.563868999,7.177725315,6.641568184,327.5,332,348,63.73,71.28,88.57,74.52,54
1843,105266000461,ENVIGADO,ANTIOQUIA,I.E. NORMAL SUPERIOR DE ENVIGADO,Oficial,A,161,160,1215,295,38,7.725091457,5.951480865,7.286676407,349.5,332.5,326,65.15,69.88,88.52,74.52,59.2
1844,325307000501,GIRARDOT,CUNDINAMARCA,COLEGIO ESPIRITU SANTO MARIANISTAS,Privado,A,54,54,2080,278,41,7.61538744,7.572520733,6.010829449,352.5,349,335,65.73,70.66,87.15,74.51,56.2
1845,311001017018,BOGOTÁ D.C.,BOGOTÁ D.C.,CENT EDUC SAN LUIS GONZAGA FE Y ALEGRIA,Privado,A,57,57,2745,269,39,7.45639801,7.900507927,0,325,0,0,59.40,76.78,87.34,74.51,54.2
1846,305001016003,MEDELLÍN,ANTIOQUIA,COL MADRID CAMPESTRE,Privado,A,9,8,1235,295,51,8.183860779,0,6.383457184,347.5,340,358.5,67.05,72.84,83.62,74.50,59.8
1847,225805000289,TIBACUY,CUNDINAMARCA,INSTITUCION EDUCATIVA DEPARTAMENTAL BATEAS,Oficial,A,7,7,4438,254,47,7.621342659,0,0,310,324.5,369,62.88,76.21,84.39,74.49,50.4
1848,368547001271,PIEDECUESTA,SANTANDER,COLEGIO DOMINGO SAVIO,Privado,A,2,2,625,315,66,0,0,0,328.5,292,390.5,66.30,0.00,82.68,74.49,62.8
1849,152001000661,PASTO,NARIÑO,I.E.M. NORMAL SUPERIOR DE PASTO,Oficial,A,237,234,1110,298,39,7.486590862,7.266510963,6.602643967,341,321,319.5,63.98,71.19,88.28,74.48,59.6
1850,305001011761,MEDELLÍN,ANTIOQUIA,INST FERRINI - SEDE ROBLEDO,Privado,A,77,77,1656,286,47,7.862491131,7.456852436,6.844122887,339.5,313,335,63.68,73.88,85.89,74.48,58
1851,476001005957,CALI,VALLE,GIMNASIO LOS FARALLONES VALLE DEL LILY,Privado,B,24,22,1039,300,40,7.803891659,5.917836189,6.434434414,356,342.5,381,68.98,67.19,87.25,74.47,61.4
1852,325754001123,SOACHA,CUNDINAMARCA,LICEO SAN MATEO,Privado,A,18,17,2311,274,27,7.759502411,5.77267313,7.605480671,340.5,311,322.5,62.40,70.46,90.53,74.46,54.8
1853,252560000340,POTOSÍ,NARIÑO,INSTITUCION EDUCATIVA AGROPECUARIA LUIS ANTONIO MONTERO,Oficial,A,29,29,2468,272,31,7.489596367,7.553459644,7.579021931,316,284,292,58.20,75.41,89.77,74.46,53.6
1854,376001029932,CALI,VALLE,COLEGIO BILINGUE MONTESSORI,Privado,B,21,18,733,310,27,4.609322548,8.256656647,0,326.5,355,372.5,68.20,64.33,90.84,74.46,63.4
1855,325899000435,ZIPAQUIRÁ,CUNDINAMARCA,COL DIOCESANO DE LA ASUNCION,Privado,A,10,10,1096,298,34,8.191926003,5.790815353,0,342.5,307,326.5,63.70,69.91,89.76,74.46,59.8
1856,252001000283,PASTO,NARIÑO,I.E.M. CRISTO REY,Oficial,A,46,43,4455,253,29,7.654284,7.383822918,6.501937866,304,362.5,331,62.53,71.80,89.05,74.46,50.2
1857,111001000353,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SALESIANO JUAN DEL RIZZO,Privado,A,86,86,1404,291,41,7.716453552,7.560601234,5.864571095,365.5,314.5,333,65.20,70.47,87.65,74.44,58.2
1858,347288000697,FUNDACIÓN,MAGDALENA,COLEGIO MANUEL FAUSTINO MOJICA,Privado,A,44,44,2687,270,46,7.408807278,5.838549137,7.442743301,354.5,382,371.5,68.90,68.97,85.44,74.44,53.6
1859,425430000706,MADRID,CUNDINAMARCA,INST COOP AGROINDUSTRIAL,Privado,A,40,40,1938,280,39,7.63582468,7.469838142,0,320,0,0,60.00,75.53,87.77,74.43,56.2
1860,166001002061,PEREIRA,RISARALDA,INST TEC SUPERIOR PEREIRA,Oficial,A,287,282,1500,289,40,7.71908474,7.327558517,5.883245945,343.5,353,332.5,65.90,69.77,87.63,74.43,58.2
1861,215238000731,DUITAMA,BOYACA,INSTITUTO TECNICO SANTO TOMAS DE AQUINO,Oficial,A,153,149,1259,294,38,7.760333061,7.590627193,5.686890125,341.5,338,324.5,64.90,70.13,88.25,74.43,58.6
1862,311001092923,BOGOTÁ D.C.,BOGOTÁ D.C.,COL RICHARD WAGNER,Privado,A,14,12,3643,261,56,7.718335152,0,0,337,361.5,366,66.28,77.18,79.81,74.42,53.2
1863,111001018333,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO EL RODEO (IED),Oficial,A,104,104,2193,276,37,7.733835697,7.443664551,6.598522186,323,329.5,321.5,62.50,72.59,88.18,74.42,55
1864,273067001024,ATACO,TOLIMA,INSTITUCION EDUCATIVA BERLIN,Privado,A,2,2,7084,230,8,0,0,0,277,262.5,274.5,52.20,0.00,96.64,74.42,45.6
1865,305360000031,ITAGÜÍ,ANTIOQUIA,COLEGIO EL ROSARIO,Privado,A,27,26,1780,283,38,7.584932327,7.456014156,6.837251186,326,320,323,62.60,72.93,87.72,74.42,57.2
1866,373001011058,IBAGUÉ,TOLIMA,INSTITUTO EDUC MORIAH,Privado,A,20,20,3519,262,45,7.604857922,7.871655941,7.164420128,339,329.5,318,62.43,75.47,85.34,74.41,52.4
1867,368001000681,BUCARAMANGA,SANTANDER,COL  AMERICANO,Privado,A,64,61,1655,286,46,7.854473114,7.457271099,6.859266281,327.5,306.5,356.5,63.83,73.90,85.50,74.41,57.2
1868,323555007969,PLANETA RICA,CORDOBA,COLEGIO DIOCESANO JUAN PABLO II,Privado,A,25,25,997,301,32,7.871091366,5.932448387,6.021224022,333.5,368.5,332,66.75,66.08,90.39,74.41,60
1869,325290001915,FUSAGASUGÁ,CUNDINAMARCA,INST ACAD NUEVA VISION,Privado,A,36,34,2259,275,37,7.748033524,7.528992653,6.477270603,320.5,331.5,337.5,63.23,72.51,87.48,74.41,55
1870,376001006509,CALI,VALLE,CORPORACIÓN EDUCATIVA POPULAR-LICEO DE LA AMISTAD,Privado,A,42,42,2063,278,39,7.645719528,7.376164436,6.667869091,330,345.5,311,63.23,72.30,87.70,74.41,56.2
1871,376147000103,CARTAGO,VALLE,LA PRESENTACIÓN,Privado,B,41,40,1551,288,40,4.516010284,7.551531315,7.530653954,393,352,374.5,70.38,65.33,87.51,74.40,57.8
1872,325295000208,GACHANCIPÁ,CUNDINAMARCA,COL SAN BARTOLOME APOSTOL,Privado,A,20,20,2358,274,41,8.052463531,4.312933922,8.306311607,329.5,366.5,376,67.30,68.91,86.98,74.40,55.4
1873,225175000781,CHÍA,CUNDINAMARCA,I.E. SAN JOSÉ MARÍA ESCRIVA DE BALAGUER,Oficial,A,102,101,1351,292,38,7.767792702,7.521546364,5.877835751,347,334.5,311.5,64.25,70.56,88.37,74.39,58.6
1874,352001002175,PASTO,NARIÑO,COL NUESTRA SRA DEL CARMEN,Privado,A,38,37,1405,291,41,7.578402996,5.987861156,7.221845627,352.5,332.5,354.5,66.53,69.29,87.33,74.38,58.4
1875,311001097038,BOGOTÁ D.C.,BOGOTÁ D.C.,COL ARIEL DAVID,Privado,A,16,16,2592,271,44,7.572358608,7.48279047,0,316,332.5,317,61.83,75.28,86.03,74.38,54.8
1876,308758076151,SOLEDAD,ATLANTICO,CENTRO EDUCATIVO PARA LA FORMACION INTEGRAL (CEFI),Privado,A,16,14,2035,278,29,7.575845718,5.856597424,0,359,376.5,318,66.58,67.16,89.37,74.37,56.2
1877,325899001253,ZIPAQUIRÁ,CUNDINAMARCA,COLEGIO BUENAVENTURA JAUREQUI,Privado,A,13,13,3017,266,35,7.688829422,5.838775635,0,361,348,367,67.10,67.64,88.37,74.37,53.4
1878,311001025983,BOGOTÁ D.C.,BOGOTÁ D.C.,COL SANTA LIBRADA,Privado,A,34,33,2436,273,43,7.495326042,7.585954666,7.617494106,333,301,322,61.45,75.66,85.99,74.37,54.8
1879,305001004455,MEDELLÍN,ANTIOQUIA,COL SALESIANO EL SUFRAGIO,Privado,A,101,99,1116,298,43,7.802461624,5.951340675,7.181546688,350.5,340,335,66.18,69.78,87.14,74.37,60.2
1880,111001010910,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO NACIONAL NICOLAS ESGUERRA (IED),Oficial,A,315,295,1744,284,42,7.413285255,7.46310997,0,340,0,0,62.40,74.38,86.30,74.36,57
1881,105101000172,CIUDAD BOLÍVAR,ANTIOQUIA,I. E. MARIA AUXILIADORA,Oficial,A,76,73,1884,281,42,7.887523651,7.586931705,5.86843586,359,336.5,332.5,65.45,71.14,86.48,74.36,55.6
1882,108001004030,BARRANQUILLA,ATLANTICO,INSTITUCION EDUCATIVA COLEGIO DISTRITAL MARIA AUXILIADORA,Oficial,A,201,199,1836,282,42,7.587438107,7.480746746,6.642264366,343,330,321,63.80,72.37,86.91,74.36,56.4
1883,154001002977,CÚCUTA,NORTE DE SANTANDER,INST TEC GUAIMARAL,Oficial,A,121,121,2200,276,38,7.584140778,7.355834961,6.63065052,339.5,320,330,63.28,71.90,87.90,74.36,55.4
1884,241770000201,SUAZA,HUILA,IE GALLARDO,Oficial,A,44,39,3477,262,38,7.207108498,7.288628101,7.203572273,332.5,332.5,370,64.85,72.33,85.89,74.36,52.4
1885,376520005862,PALMIRA,VALLE,LIC CAMPESTRE CRECER,Privado,B,14,13,2040,278,33,0,6.517366409,7.169787407,361.5,344.5,336,66.00,68.44,88.63,74.36,56.4
1886,254720000778,SARDINATA,NORTE DE SANTANDER,INST. EDUCATIVA ARGELINO DURAN QUINTERO,Oficial,A,9,9,4094,256,23,0,0,0,294.5,289,299.5,56.95,0.00,91.76,74.35,51
1887,311001032572,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN IMPERIAL IGNACIA CAMACHO DE CIFUENTES,Privado,A,20,20,2773,269,44,7.764876366,7.329079628,0,341,327.5,295,61.63,75.47,85.94,74.35,53.8
1888,111001046299,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO MANUELA AYALA DE GAITAN (IED),Oficial,A,121,115,2120,277,36,7.61114502,7.414669991,6.625130177,336.5,333,312,62.93,72.17,87.93,74.34,55.6
1889,311001026670,BOGOTÁ D.C.,BOGOTÁ D.C.,GIMN SANTA CRUZ,Privado,A,28,28,3344,263,35,7.420009613,5.872440815,7.959198475,316,323,376.5,63.93,70.84,88.26,74.34,52.8
1890,370215060103,COROZAL,SUCRE,INSTITUCION EDUCATIVA TERCER MILENIO,Privado,A,16,15,1704,285,44,7.847669125,7.909865379,6.50981617,345,285,345,63.00,74.22,85.79,74.34,57.2
1891,325286000289,FUNZA,CUNDINAMARCA,COLEGIO COOPERATIVO COMUNAL DE FUNZA,Privado,A,57,57,2953,267,41,7.497135639,0,0,325,312,322.5,61.33,74.97,86.69,74.33,53.4
1892,311001050317,BOGOTÁ D.C.,BOGOTÁ D.C.,CENT EDUC LOS ANDES,Privado,A,104,100,1932,280,38,7.767627716,7.407660007,5.922810078,344,343.5,333.5,65.05,70.33,87.59,74.32,56.4
1893,268615001174,RIONEGRO,SANTANDER,INSTITUCION EDUCATIVA  GALAPAGOS,Oficial,A,9,9,8229,216,24,0,0,0,302,334,320.5,58.63,0.00,90.00,74.31,43.4
1894,150001001860,VILLAVICENCIO,META,COLEGIO DEPARTAMENTAL LA ESPERANZA,Oficial,A,187,187,1446,290,37,7.610628128,7.395207882,5.943510056,345.5,327.5,325,64.40,69.83,88.69,74.31,58.2
1895,376834003198,TULUÁ,VALLE,INSTITUTO RAFAEL POMBO,Privado,A,23,18,6038,240,36,7.401720524,0,7.79642725,298,362,356,62.80,75.99,84.12,74.30,48.6
1896,386885000016,VILLAGARZÓN,PUTUMAYO,IE NUESTRA SEÑORA DEL PILAR,Oficial,A,39,39,2509,272,43,7.369458199,7.379683971,7.223232746,340,313,341,63.30,73.24,86.35,74.30,53.8
1897,105001000841,MEDELLÍN,ANTIOQUIA,INST EDUC JESUS MARIA - EL ROSAL,Oficial,A,62,62,1245,294,33,7.706012726,5.721071243,6.659349918,353.5,343.5,329.5,66.03,66.95,89.91,74.30,58.8
1898,376364001835,JAMUNDÍ,VALLE,INST EDUC NUESTRA SEÑORA DEL ROSARIO,Privado,B,49,48,1579,287,37,4.461775303,7.80848074,8.222050667,357,339,341,66.20,68.31,88.35,74.28,57.6
1899,215238000331,DUITAMA,BOYACA,INSTITUTO TECNICO SAN ANTONIO DE PADUA,Oficial,A,10,10,1293,293,34,7.579738617,5.526067734,6.980888367,329,334,369.5,66.28,66.96,89.60,74.28,58.4
1900,354001009733,CÚCUTA,NORTE DE SANTANDER,COL MILIT GENERAL FRANCISCO DE PAULA SANTANDER,Privado,A,24,23,2535,271,35,7.48760128,7.242980957,0,324,314,312.5,61.08,73.65,88.09,74.27,54.2
1901,115764000082,SORACÁ,BOYACA,IE SIMON BOLIVAR,Oficial,A,89,86,3118,265,37,7.333802223,7.2967906,6.881207466,328.5,342.5,339,63.75,71.71,87.34,74.26,53
1902,386885050749,VILLAGARZÓN,PUTUMAYO,I.E. PLACIDO CAMILO CROUS,Privado,A,23,22,931,303,34,7.624655724,6.015789986,6.663465023,336.5,339.5,333.5,65.63,67.68,89.47,74.26,60.8
1903,125269001183,FACATATIVÁ,CUNDINAMARCA,I.E.M LA ARBOLEDA,Oficial,A,88,88,3355,263,38,7.535908222,7.326545715,7.015038013,331,326.5,329,62.48,72.92,87.38,74.26,52.6
1904,285010000640,AGUAZUL,CASANARE,IE LEON DE GREIFF,Oficial,A,18,18,3875,258,31,7.278091431,5.564188004,7.678782463,337.5,356,350,65.08,68.40,89.27,74.25,50.8
1905,311001092907,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC FESAN,Privado,A,97,97,1994,279,38,7.485949039,5.905951977,6.89155817,359,351.5,353,67.13,67.61,88.01,74.25,56
1906,105034001207,ANDES,ANTIOQUIA,I. E. MARIA AUXILIADORA,Oficial,A,63,63,2393,273,36,7.807405949,7.288329601,6.518502712,331,335,308,62.35,72.05,88.35,74.25,54.6
1907,311001079862,BOGOTÁ D.C.,BOGOTÁ D.C.,LIC EL ENCANTO,Privado,A,12,10,4693,252,49,7.321980476,0,7.623330593,327,373.5,387.5,67.00,74.73,81.01,74.24,51
1908,111001102008,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO JUAN LUIS LONDOÑO (IED),Oficial,A,85,84,1770,283,34,7.494019508,7.479113579,6.680954456,336.5,309,299.5,61.40,72.18,89.15,74.24,56.4
1909,311001108722,BOGOTÁ D.C.,BOGOTÁ D.C.,COLEGIO PERSONALIZADO PENSAMIENTO,Privado,A,31,30,2793,269,50,7.93119812,7.465169907,0,361,273,335.5,61.93,76.98,83.82,74.24,54.8
1910,325430000833,MADRID,CUNDINAMARCA,COLEGIO RAFAEL POMBO,Privado,A,33,25,2567,271,40,7.995667458,7.508530617,7.004325867,329,336.5,337,63.68,75.03,84.02,74.24,54.2
1911,250573000176,PUERTO LÓPEZ,META,IE SIMON BOLIVAR,Oficial,A,8,8,6351,237,24,0,0,0,305.5,288.5,322.5,57.68,0.00,90.80,74.24,47.2
1912,325754001212,SOACHA,CUNDINAMARCA,COLEGIO SANTA ROSA DE LIMA,Privado,A,38,36,2089,278,43,7.694641113,7.523267269,6.618877888,326.5,324,352,64.03,72.79,85.90,74.24,55.4
1913,144650000341,SAN JUAN DEL CESAR,GUAJIRA,INSTITUCION EDUCATIVA EL CARMELO,Oficial,A,90,88,2629,270,37,7.540708542,7.519979477,7.066061974,320,317,318.5,61.28,73.76,87.68,74.24,53.6
1914,376001023454,CALI,VALLE,COL CRISTIANO AMOR Y PAZ,Privado,A,9,9,2036,278,29,7.403985023,6.722476006,6.488790035,322,329,339.5,63.43,68.72,90.55,74.23,55.6
1915,350001004167,VILLAVICENCIO,META,COLEGIO NICOLAS DE FEDERMAN,Privado,A,9,8,4821,250,29,0,0,0,304,346,0,60.00,0.00,88.45,74.23,49.8
1916,311001043001,BOGOTÁ D.C.,BOGOTÁ D.C.,COL LA NUEVA ESTANCIA,Privado,A,20,20,1916,280,33,7.492083549,7.347924232,5.899308681,333.5,342.5,325.5,64.08,69.13,89.46,74.22,56.6
1917,325754005471,SOACHA,CUNDINAMARCA,LICEO MAYOR DE SOACHA BIENESTAR PARA TODOS,Privado,A,118,118,2194,276,37,7.531977654,7.364656925,6.344429016,332.5,326.5,338.5,63.68,70.80,88.18,74.22,54.8
